,from,to
9475,Unnamed StreamRiver 28296,Unnamed ArtificialPath 8418
9476,Unnamed StreamRiver 28298,Unnamed ArtificialPath 8418
9477,Unnamed StreamRiver 28299,Unnamed ArtificialPath 8418
9478,Unnamed StreamRiver 28300,Unnamed ArtificialPath 8418
9479,Unnamed ArtificialPath 8524,Unnamed ArtificialPath 8418
9480,Unnamed StreamRiver 28304,Unnamed ArtificialPath 8421
9481,Unnamed ArtificialPath 8448,Unnamed ArtificialPath 8421
9482,Unnamed StreamRiver 28316,Unnamed ArtificialPath 8422
9483,Unnamed StreamRiver 28317,Unnamed ArtificialPath 8422
9484,Unnamed StreamRiver 28319,Unnamed ArtificialPath 8422
9485,Unnamed ArtificialPath 8431,Unnamed ArtificialPath 8422
9486,Unnamed StreamRiver 28518,Unnamed ArtificialPath 8425
9487,Unnamed ArtificialPath 8429,Unnamed ArtificialPath 8425
9488,Unnamed ArtificialPath 8430,Unnamed ArtificialPath 8425
9489,Unnamed StreamRiver 28425,Unnamed ArtificialPath 8427
9490,Unnamed StreamRiver 28727,Buck Creek
9491,Bitz Drain,Little Stony Creek
9492,McIntyre Drain,Sugar Creek
9493,Unnamed StreamRiver 28729,Sugar Creek
9494,Unnamed StreamRiver 28557,Paint Creek
9495,Unnamed StreamRiver 28706,Paint Creek
9496,Unnamed StreamRiver 28709,Paint Creek
9497,Unnamed StreamRiver 28713,Paint Creek
9498,West Branch Paint Creek,Paint Creek
9499,McCarthy Drain,Paint Creek
9500,Unnamed StreamRiver 28717,Unnamed StreamRiver 28716
9501,Unnamed StreamRiver 28719,Paint Creek
9502,Alfen Drain,Robert Drain
9503,Kelly Drain,Robert Drain
9504,Unnamed StreamRiver 28733,Robert Drain
9505,Spaulding Drain,Robert Drain
9506,Unnamed StreamRiver 28700,Cranberry Drain
9507,Big Marsh Drain,Polzin Drain
9508,Unnamed StreamRiver 28722,Unnamed StreamRiver 28720
9509,Unnamed StreamRiver 28783,Unnamed StreamRiver 28720
9510,North Branch Amos Palmer Drain,Amos Palmer Drain
9511,South Branch Amos Palmer Drain,Amos Palmer Drain
9512,Unnamed StreamRiver 28701,Unnamed ArtificialPath 8563
9513,Unnamed StreamRiver 28702,Unnamed ArtificialPath 8563
9514,Unnamed StreamRiver 28604,Spring Brook
9515,Unnamed StreamRiver 28611,Spring Brook
9516,Unnamed StreamRiver 28614,Spring Brook
9517,Unnamed StreamRiver 28615,Spring Brook
9518,Unnamed StreamRiver 28571,Unnamed StreamRiver 28787
9519,Unnamed StreamRiver 28618,Unnamed StreamRiver 28787
9520,Unnamed StreamRiver 28622,Unnamed StreamRiver 28621
9521,Unnamed StreamRiver 28639,Sulphur Creek
9522,Unnamed StreamRiver 28652,Unnamed StreamRiver 28651
9523,Darrow Drain,Summerfield and Ida Drain
9524,Peters Drain,Summerfield and Ida Drain
9525,Unnamed StreamRiver 28655,West Bates Drain
9526,Unnamed StreamRiver 28786,Summerfield and Ida Drain
9527,Fitzgerald Drain,Cooper Snell and Ansel Drain
9528,Unnamed StreamRiver 28656,Cooper Snell and Ansel Drain
9529,Unnamed StreamRiver 28660,Unnamed StreamRiver 28657
9530,Unnamed StreamRiver 28661,Unnamed StreamRiver 28657
9531,Unnamed StreamRiver 28663,Unnamed StreamRiver 28657
9532,Unnamed StreamRiver 28668,South Branch Otter Creek
9533,Middle Branch Otter Creek,South Branch Otter Creek
9534,Unnamed StreamRiver 28669,South Branch Otter Creek
9535,Unnamed StreamRiver 28781,French Creek
9536,Unnamed StreamRiver 28672,Unnamed StreamRiver 28671
9537,Unnamed StreamRiver 28674,Unnamed StreamRiver 28671
9538,Unnamed StreamRiver 28676,Pitts Creek
9539,Unnamed StreamRiver 28677,Pitts Creek
9540,Unnamed StreamRiver 28678,Pitts Creek
9541,Unnamed StreamRiver 28679,Pitts Creek
9542,Unnamed StreamRiver 28680,Pitts Creek
9543,Unnamed StreamRiver 28681,Pitts Creek
9544,Unnamed StreamRiver 28682,Pitts Creek
9545,Unnamed StreamRiver 28687,Unnamed StreamRiver 28686
9546,Unnamed StreamRiver 28692,Unnamed StreamRiver 28690
9547,Pin Oak Creek,Unnamed StreamRiver 28690
9548,Hoffman Drain,Unnamed StreamRiver 28690
9549,Eby Drain,Unnamed StreamRiver 28690
9550,Unnamed StreamRiver 28697,Unnamed StreamRiver 28690
9551,Unnamed StreamRiver 28785,North Branch Sandy Creek
9552,Chapman Drain,Laudenschlager Drain
9553,Unnamed StreamRiver 28744,North Branch Swan Creek
9554,King Drain,North Branch Swan Creek
9555,Unnamed StreamRiver 28747,North Branch Swan Creek
9556,Randell Drain,North Branch Swan Creek
9557,Unnamed StreamRiver 28748,North Branch Swan Creek
9558,Number Three Drain,North Branch Swan Creek
9559,Unnamed StreamRiver 28749,North Branch Swan Creek
9560,Pickering Drain,North Branch Swan Creek
9561,Unnamed StreamRiver 28750,North Branch Swan Creek
9562,Martin Drain,North Branch Swan Creek
9563,Burnap Drain,North Branch Swan Creek
9564,Unnamed StreamRiver 28766,Little Swan Creek
9565,Beaverdam Drain,Little Swan Creek
9566,Unnamed StreamRiver 28767,Little Swan Creek
9567,Burgess Drain,Little Swan Creek
9568,Unnamed StreamRiver 28768,Little Swan Creek
9569,Teall Drain,Little Swan Creek
9570,Unnamed StreamRiver 28771,Little Swan Creek
9571,Unnamed StreamRiver 28772,Little Swan Creek
9572,Rofter and McCormick Drain,Colburn Drain
9573,Unnamed StreamRiver 28743,Unnamed StreamRiver 28742
9574,Schwab Drain,Hamilton Drain
9575,Unnamed StreamRiver 28754,Disbrow Drain
9576,Clark Morey Drain,Disbrow Drain
9577,Unnamed StreamRiver 28758,Unnamed StreamRiver 28757
9578,Miller and Malosh Drain,Unnamed ArtificialPath 8551
9579,Unnamed StreamRiver 28738,Unnamed ArtificialPath 8551
9580,Unnamed StreamRiver 28576,North Tenmile Creek
9581,Unnamed StreamRiver 28788,North Tenmile Creek
9582,Unnamed StreamRiver 28791,North Tenmile Creek
9583,Unnamed StreamRiver 28584,Unnamed StreamRiver 28580
9584,Unnamed StreamRiver 28585,Unnamed StreamRiver 28580
9585,Unnamed StreamRiver 28589,Unnamed StreamRiver 28586
9586,Unnamed StreamRiver 28625,Unnamed ArtificialPath 8568
9587,Unnamed CanalDitch 2659,Unnamed ArtificialPath 8568
9588,Koch Warner Drain,Saline River
9589,Unnamed StreamRiver 28839,Saline River
9590,Beaver Meadow Drain,Saline River
9591,Unnamed StreamRiver 29052,Saline River
9592,Unnamed StreamRiver 29053,Saline River
9593,Unnamed StreamRiver 29057,Saline River
9594,Unnamed StreamRiver 29065,Saline River
9595,Unnamed StreamRiver 29075,Unnamed StreamRiver 29071
9596,Unnamed StreamRiver 29076,Saline River
9597,Unnamed StreamRiver 29077,Saline River
9598,Unnamed StreamRiver 29078,Saline River
9599,Unnamed StreamRiver 29081,Saline River
9600,Unnamed StreamRiver 29082,Saline River
9601,Unnamed StreamRiver 29084,Saline River
9602,Unnamed StreamRiver 29085,Saline River
9603,Unnamed StreamRiver 29086,Saline River
9604,Unnamed StreamRiver 29087,Saline River
9605,Unnamed StreamRiver 29090,Saline River
9606,Unnamed StreamRiver 29091,Saline River
9607,Unnamed StreamRiver 29092,Saline River
9608,Unnamed StreamRiver 29093,Saline River
9609,Sherman Wilson Drain,Saline River
9610,Bear Creek,Saline River
9611,Unnamed StreamRiver 29098,Saline River
9612,Unnamed StreamRiver 29099,Saline River
9613,Unnamed ArtificialPath 8601,Saline River
9614,Unnamed ArtificialPath 8604,Saline River
9615,North Branch Macon Creek,Macon Creek
9616,Center Creek,Bear Swamp Creek
9617,Cone Drain,Bear Swamp Creek
9618,Unnamed StreamRiver 28884,Bear Swamp Creek
9619,Leet Weidner Drain,Bear Swamp Creek
9620,Unnamed StreamRiver 28880,Unnamed StreamRiver 28879
9621,Unnamed StreamRiver 28810,Macon Creek
9622,South Branch Macon Creek,Macon Creek
9623,Sutton Drain,Dibble Drain
9624,Coats Drain,Schreeder Brook
9625,Unnamed StreamRiver 28908,Unnamed CanalDitch 2760
9626,Richardson Drain,Macon Creek
9627,Unnamed StreamRiver 28869,Macon Creek
9628,Unnamed StreamRiver 28885,Macon Creek
9629,Unnamed StreamRiver 28889,Macon Creek
9630,Unnamed StreamRiver 28893,Macon Creek
9631,Unnamed StreamRiver 28894,Macon Creek
9632,Unnamed StreamRiver 28897,Macon Creek
9633,Unnamed StreamRiver 28898,Macon Creek
9634,Unnamed StreamRiver 28899,Macon Creek
9635,Unnamed StreamRiver 28900,Macon Creek
9636,Unnamed StreamRiver 28901,Macon Creek
9637,Unnamed StreamRiver 28904,Macon Creek
9638,Unnamed StreamRiver 28911,Macon Creek
9639,Unnamed StreamRiver 28912,Macon Creek
9640,Unnamed StreamRiver 29120,Macon Creek
9641,Swamp Raisin Creek,Little River Raisin
9642,Unnamed CanalDitch 2758,Unnamed CanalDitch 2750
9643,Isley Drain,Fry Drain
9644,Unnamed StreamRiver 28916,Little River Raisin
9645,Pope Drain,Little River Raisin
9646,Unnamed StreamRiver 28917,Little River Raisin
9647,Unnamed StreamRiver 28958,Goose Creek
9648,Unnamed StreamRiver 28961,Goose Creek
9649,Unnamed ArtificialPath 8613,Goose Creek
9650,Unnamed ArtificialPath 8614,Goose Creek
9651,Wolf Creek,South Branch River Raisin
9652,Fisk Drain,Black Creek
9653,Unnamed StreamRiver 28991,Squaw Creek
9654,Unnamed StreamRiver 28994,Squaw Creek
9655,Unnamed StreamRiver 28995,Squaw Creek
9656,Unnamed StreamRiver 28996,Squaw Creek
9657,Pickford Drain,Hood Drain
9658,Unnamed StreamRiver 28989,Unnamed ArtificialPath 8616
9659,Beaver Creek,South Branch River Raisin
9660,Treat Drain,Slater Creek
9661,Stony Creek,South Branch River Raisin
9662,Cook Drain,South Branch River Raisin
9663,Porter Drain,South Branch River Raisin
9664,Hazen Creek,South Branch River Raisin
9665,Stoddard Drain,Unnamed StreamRiver 28998
9666,Unnamed StreamRiver 29002,Unnamed StreamRiver 28998
9667,Cadmus Drain,South Branch River Raisin
9668,Harrison Drain,South Branch River Raisin
9669,Unnamed StreamRiver 29004,South Branch River Raisin
9670,Unnamed StreamRiver 29005,South Branch River Raisin
9671,Unnamed StreamRiver 29006,South Branch River Raisin
9672,Savage Drain,South Branch River Raisin
9673,Unnamed StreamRiver 29008,South Branch River Raisin
9674,Bear Creek,Unnamed StreamRiver 28818
9675,Unnamed StreamRiver 29032,Unnamed StreamRiver 29030
9676,Unnamed StreamRiver 29034,Unnamed StreamRiver 29030
9677,Unnamed StreamRiver 29037,Little Bear Creek
9678,Unnamed StreamRiver 29038,Little Bear Creek
9679,Baker and May Drain,Unnamed StreamRiver 28818
9680,Big Meadow Drain,Unnamed StreamRiver 28818
9681,Unnamed StreamRiver 29016,Unnamed StreamRiver 29014
9682,Gleason Brook,Unnamed StreamRiver 28818
9683,Walker Brook,Unnamed StreamRiver 28818
9684,Foot Drain,Unnamed StreamRiver 28818
9685,Holmes Drain,Unnamed StreamRiver 28818
9686,Rice Lake Drain,Unnamed StreamRiver 28818
9687,Unnamed StreamRiver 29024,Unnamed StreamRiver 28818
9688,Unnamed StreamRiver 29041,Unnamed StreamRiver 28818
9689,Unnamed ArtificialPath 8617,Unnamed StreamRiver 28818
9690,Unnamed ArtificialPath 8621,Unnamed StreamRiver 28818
9691,Unnamed ArtificialPath 8625,Unnamed StreamRiver 28818
9692,Unnamed StreamRiver 29047,Unnamed StreamRiver 28836
9693,North Branch Willow Run,Willow Run
9694,Unnamed StreamRiver 29101,Seitz Drain
9695,Middle Branch Willow Run,Willow Run
9696,Unnamed StreamRiver 29050,Stacy Drain
9697,Unnamed StreamRiver 28921,Unnamed StreamRiver 28918
9698,Unnamed StreamRiver 28922,Unnamed StreamRiver 28918
9699,Unnamed StreamRiver 28926,Unnamed StreamRiver 28923
9700,Unnamed StreamRiver 28927,Unnamed StreamRiver 28923
9701,Unnamed StreamRiver 28947,Unnamed StreamRiver 28945
9702,Unnamed StreamRiver 28950,Unnamed StreamRiver 28948
9703,Unnamed StreamRiver 28951,Unnamed StreamRiver 28948
9704,Unnamed StreamRiver 28955,Unnamed StreamRiver 28948
9705,Unnamed StreamRiver 28956,Unnamed StreamRiver 28948
9706,Unnamed StreamRiver 28957,Unnamed StreamRiver 28948
9707,Unnamed StreamRiver 28973,Unnamed StreamRiver 28968
9708,Unnamed ArtificialPath 8631,Unnamed StreamRiver 28968
9709,Unnamed StreamRiver 28977,Unnamed StreamRiver 28974
9710,Unnamed StreamRiver 28979,Unnamed StreamRiver 28974
9711,Unnamed CanalDitch 2751,Russell Drain
9712,Unnamed StreamRiver 29049,Russell Drain
9713,Unnamed StreamRiver 29115,Camp Drain
9714,Unnamed StreamRiver 28932,Unnamed ArtificialPath 8606
9715,Taylor Creek,Unnamed ArtificialPath 8606
9716,Lamkin Drain,Unnamed ArtificialPath 8606
9717,Unnamed StreamRiver 28933,Unnamed ArtificialPath 8606
9718,Unnamed StreamRiver 28981,Unnamed ArtificialPath 8609
9719,Unnamed StreamRiver 28852,Unnamed ArtificialPath 8611
9720,Unnamed ArtificialPath 8634,Unnamed ArtificialPath 8611
9721,Unnamed StreamRiver 28964,Unnamed ArtificialPath 8626
9722,Unnamed ArtificialPath 8627,Unnamed ArtificialPath 8626
9723,Little Blue Creek,Blue Creek
9724,Unnamed StreamRiver 29719,Unnamed StreamRiver 29685
9725,Unnamed StreamRiver 29720,Unnamed StreamRiver 29685
9726,Unnamed StreamRiver 29718,Unnamed StreamRiver 29716
9727,Unnamed StreamRiver 29704,Blue Creek
9728,Unnamed StreamRiver 29705,Blue Creek
9729,Unnamed StreamRiver 29706,Blue Creek
9730,Unnamed CanalDitch 2856,Blue Creek
9731,Unnamed StreamRiver 29708,Blue Creek
9732,Unnamed StreamRiver 29709,Blue Creek
9733,Unnamed CanalDitch 2857,Blue Creek
9734,Unnamed StreamRiver 29710,Unnamed CanalDitch 2860
9735,Unnamed StreamRiver 29943,Unnamed CanalDitch 2860
9736,Unnamed StreamRiver 29714,Blue Creek
9737,Unnamed StreamRiver 29682,Kopp Creek
9738,Unnamed StreamRiver 29797,Kopp Creek
9739,Unnamed StreamRiver 29798,Kopp Creek
9740,Unnamed StreamRiver 29803,Kopp Creek
9741,Unnamed StreamRiver 29804,Kopp Creek
9742,Unnamed StreamRiver 29805,Kopp Creek
9743,Unnamed CanalDitch 2847,Borum Run
9744,Unnamed StreamRiver 29696,Borum Run
9745,Unnamed StreamRiver 29697,Borum Run
9746,Martz Creek,Yellow Creek
9747,Unnamed CanalDitch 2850,Yellow Creek
9748,Unnamed StreamRiver 29700,Yellow Creek
9749,Unnamed StreamRiver 29701,Yellow Creek
9750,Unnamed StreamRiver 29703,Yellow Creek
9751,Unnamed StreamRiver 29937,Yellow Creek
9752,Unnamed StreamRiver 29729,Black Creek
9753,Unnamed StreamRiver 29734,Black Creek
9754,Unnamed StreamRiver 29735,Black Creek
9755,Unnamed StreamRiver 29738,Black Creek
9756,Little Black Creek,Black Creek
9757,Unnamed StreamRiver 29746,Black Creek
9758,Unnamed StreamRiver 29750,Dennison Ditch
9759,Unnamed StreamRiver 29751,Dennison Ditch
9760,Unnamed StreamRiver 29752,Dennison Ditch
9761,Unnamed StreamRiver 29723,Duck Creek
9762,Unnamed StreamRiver 29724,Duck Creek
9763,Unnamed StreamRiver 29773,Eightmile Creek
9764,Unnamed StreamRiver 29776,Eightmile Creek
9765,Unnamed StreamRiver 29779,Eightmile Creek
9766,Unnamed StreamRiver 29780,Eightmile Creek
9767,Unnamed StreamRiver 29783,Eightmile Creek
9768,Unnamed StreamRiver 29784,Eightmile Creek
9769,Unnamed StreamRiver 29796,Fourmile Creek
9770,Unnamed StreamRiver 29787,Hussey Creek
9771,Unnamed StreamRiver 29788,Hussey Creek
9772,Unnamed StreamRiver 29789,Hussey Creek
9773,Unnamed StreamRiver 29790,Hussey Creek
9774,Unnamed StreamRiver 29791,Hussey Creek
9775,Unnamed StreamRiver 29792,Hussey Creek
9776,Ankerman Creek,Sixmile Creek
9777,Unnamed StreamRiver 29824,Unnamed StreamRiver 29823
9778,Unnamed StreamRiver 29828,Unnamed StreamRiver 29826
9779,Unnamed StreamRiver 29829,Sixmile Creek
9780,Unnamed StreamRiver 29832,Sixmile Creek
9781,Unnamed StreamRiver 29833,Sixmile Creek
9782,Unnamed StreamRiver 29688,Town Run
9783,Unnamed StreamRiver 29939,Town Run
9784,Unnamed StreamRiver 29748,Yankee Run
9785,Unnamed StreamRiver 29749,Yankee Run
9786,Unnamed CanalDitch 2839,Unnamed StreamRiver 29691
9787,Unnamed StreamRiver 29755,Twelvemile Creek
9788,Unnamed StreamRiver 29756,Twelvemile Creek
9789,Unnamed StreamRiver 29757,Twelvemile Creek
9790,Unnamed StreamRiver 29758,Twelvemile Creek
9791,Unnamed StreamRiver 29761,Twelvemile Creek
9792,Unnamed CanalDitch 2861,Twelvemile Creek
9793,Unnamed StreamRiver 29769,Unnamed StreamRiver 29763
9794,Unnamed StreamRiver 29770,Twelvemile Creek
9795,Unnamed StreamRiver 29771,Twelvemile Creek
9796,Unnamed StreamRiver 29772,Twelvemile Creek
9797,Unnamed StreamRiver 29820,Clear Creek
9798,Unnamed StreamRiver 29821,Clear Creek
9799,Unnamed StreamRiver 29945,Clear Creek
9800,Carter Creek,Center Branch
9801,Unnamed StreamRiver 29808,Center Branch
9802,Unnamed StreamRiver 29809,Center Branch
9803,Unnamed StreamRiver 29810,Center Branch
9804,Unnamed StreamRiver 29811,Center Branch
9805,Unnamed StreamRiver 29838,Unnamed StreamRiver 29834
9806,Unnamed StreamRiver 29840,Unnamed StreamRiver 29834
9807,Unnamed StreamRiver 29842,Unnamed StreamRiver 29834
9808,Unnamed StreamRiver 29844,Unnamed StreamRiver 29834
9809,Unnamed StreamRiver 29846,Unnamed StreamRiver 29834
9810,Unnamed StreamRiver 29847,Unnamed StreamRiver 29834
9811,Unnamed StreamRiver 29849,Unnamed StreamRiver 29848
9812,Unnamed StreamRiver 29872,Unnamed StreamRiver 29869
9813,Unnamed StreamRiver 29873,Unnamed StreamRiver 29869
9814,Unnamed StreamRiver 29877,Unnamed StreamRiver 29874
9815,Unnamed StreamRiver 29878,Unnamed StreamRiver 29874
9816,Unnamed StreamRiver 29880,Twentyseven Mile Creek
9817,Unnamed StreamRiver 29881,Twentyseven Mile Creek
9818,Unnamed StreamRiver 29885,Twentyseven Mile Creek
9819,Unnamed StreamRiver 29887,Twentyseven Mile Creek
9820,Unnamed StreamRiver 29888,Twentyseven Mile Creek
9821,Unnamed StreamRiver 29890,Twentyseven Mile Creek
9822,Unnamed StreamRiver 29894,Unnamed StreamRiver 29893
9823,Unnamed StreamRiver 29908,Unnamed CanalDitch 2863
9824,Unnamed StreamRiver 29909,Unnamed CanalDitch 2863
9825,Unnamed StreamRiver 29910,Unnamed CanalDitch 2863
9826,Unnamed CanalDitch 2866,Unnamed CanalDitch 2863
9827,Unnamed StreamRiver 29912,Houk Ditch
9828,Unnamed StreamRiver 29913,Houk Ditch
9829,Unnamed StreamRiver 29919,Unnamed StreamRiver 29915
9830,Unnamed StreamRiver 29921,Unnamed StreamRiver 29915
9831,Unnamed StreamRiver 29922,Unnamed StreamRiver 29915
9832,Unnamed StreamRiver 29949,Unnamed CanalDitch 2869
9833,Unnamed CanalDitch 2842,Nickelsen Creek
9834,Unnamed CanalDitch 2844,Unnamed CanalDitch 2879
9835,Unnamed StreamRiver 29941,Unnamed CanalDitch 2879
9836,North Fork Gordon Creek,Gordon Creek
9837,Unnamed StreamRiver 30146,Unnamed StreamRiver 30145
9838,Unnamed StreamRiver 30140,Gordon Creek
9839,Unnamed StreamRiver 30141,Gordon Creek
9840,Unnamed StreamRiver 30142,Gordon Creek
9841,Unnamed StreamRiver 30143,Gordon Creek
9842,Unnamed StreamRiver 30148,Gordon Creek
9843,Unnamed StreamRiver 30150,Gordon Creek
9844,Mill Creek,Gordon Creek
9845,South Fork Gordon Creek,Gordon Creek
9846,Unnamed StreamRiver 30161,Unnamed StreamRiver 30158
9847,Unnamed StreamRiver 30162,Unnamed StreamRiver 30158
9848,Unnamed StreamRiver 30165,Gordon Creek
9849,Unnamed StreamRiver 30166,Gordon Creek
9850,Unnamed StreamRiver 30167,Platter Creek
9851,Unnamed StreamRiver 30168,Platter Creek
9852,Unnamed StreamRiver 30169,Platter Creek
9853,Unnamed StreamRiver 30176,Platter Creek
9854,Unnamed StreamRiver 30177,Platter Creek
9855,Unnamed StreamRiver 30183,Platter Creek
9856,Unnamed StreamRiver 30184,Platter Creek
9857,Unnamed StreamRiver 30191,Snooks Run
9858,Unnamed StreamRiver 30192,Snooks Run
9859,Unnamed StreamRiver 30187,Sulphur Creek
9860,Unnamed StreamRiver 30188,Sulphur Creek
9861,Unnamed StreamRiver 30190,Sulphur Creek
9862,Unnamed StreamRiver 29960,Unnamed ArtificialPath 8750
9863,Unnamed StreamRiver 29967,Unnamed ArtificialPath 8756
9864,Unnamed StreamRiver 31470,Unnamed ArtificialPath 8758
9865,Unnamed StreamRiver 31472,Unnamed ArtificialPath 8758
9866,Unnamed StreamRiver 29952,Zuber Cutoff
9867,Unnamed StreamRiver 29977,Zuber Cutoff
9868,North Creek,Zuber Cutoff
9869,Unnamed StreamRiver 29978,Zuber Cutoff
9870,Unnamed StreamRiver 29979,Zuber Cutoff
9871,Unnamed StreamRiver 29981,Zuber Cutoff
9872,Unnamed StreamRiver 29982,Zuber Cutoff
9873,Unnamed StreamRiver 29983,Zuber Cutoff
9874,Unnamed CanalDitch 3085,Zuber Cutoff
9875,Unnamed StreamRiver 30200,Zuber Cutoff
9876,Unnamed StreamRiver 30208,Zuber Cutoff
9877,Unnamed StreamRiver 29993,Unnamed ArtificialPath 8768
9878,Unnamed StreamRiver 29994,Unnamed ArtificialPath 8768
9879,Unnamed StreamRiver 29995,Unnamed ArtificialPath 8768
9880,Unnamed StreamRiver 29997,Unnamed ArtificialPath 8768
9881,Unnamed CanalDitch 2888,Unnamed ArtificialPath 8768
9882,Unnamed CanalDitch 2890,Unnamed ArtificialPath 8770
9883,Unnamed StreamRiver 30001,Unnamed ArtificialPath 8770
9884,Unnamed StreamRiver 30006,Unnamed ArtificialPath 8770
9885,Unnamed StreamRiver 30010,Unnamed ArtificialPath 8774
9886,Unnamed CanalDitch 2891,Unnamed ArtificialPath 8774
9887,Unnamed StreamRiver 30012,Unnamed ArtificialPath 8774
9888,Unnamed StreamRiver 30014,Unnamed ArtificialPath 8774
9889,Unnamed StreamRiver 30020,Unnamed ArtificialPath 8775
9890,Unnamed StreamRiver 30022,Unnamed ArtificialPath 8775
9891,Unnamed StreamRiver 30023,Unnamed ArtificialPath 8775
9892,Unnamed CanalDitch 2898,Unnamed ArtificialPath 8775
9893,Unnamed StreamRiver 30025,Unnamed ArtificialPath 8775
9894,Unnamed StreamRiver 30027,Unnamed ArtificialPath 8775
9895,Unnamed StreamRiver 30030,Unnamed ArtificialPath 8776
9896,Unnamed StreamRiver 30068,Sixmile Creek
9897,Unnamed Connector 609,Sixmile Creek
9898,Unnamed StreamRiver 30071,Sixmile Creek
9899,Unnamed CanalDitch 2914,Unnamed ArtificialPath 8779
